ligand,sample,rep,engine,ranking_score,ptm,iptm,plddt,gpde,has_clash,disorder
X0E,0,1,protenix,0.9525622129440308,0.9415621161460876,0.9553122520446777,90.78083801269531,0.5044318437576294,0.0,0.0
TPF,0,1,protenix,0.9753859639167786,0.9472819566726685,0.9824119210243225,91.63580322265625,0.41517767310142517,0.0,0.0
X2B,0,1,protenix,0.9541074633598328,0.9455419182777405,0.9562488794326782,91.17095184326172,0.48863354325294495,0.0,0.0
G1D,0,1,protenix,0.9712440967559814,0.9507743120193481,0.9763615727424622,91.9143295288086,0.41355961561203003,0.0,0.0
G0Y,0,1,protenix,0.975062906742096,0.9514519572257996,0.9809656143188477,91.83448791503906,0.40073975920677185,0.0,0.0
O39,0,1,protenix,0.9574716687202454,0.9477561116218567,0.9599004983901978,91.74201965332031,0.45892569422721863,0.0,0.0
X8S,0,1,protenix,0.9529680609703064,0.946809709072113,0.9545076489448547,91.7400894165039,0.505302906036377,0.0,0.0
X1O,0,2,protenix,0.9595935940742493,0.9462313652038574,0.9629340767860413,91.34710693359375,0.454497754573822,0.0,0.0
X4E,0,2,protenix,0.9590741395950317,0.9490939974784851,0.9615691304206848,91.82418823242188,0.44970443844795227,0.0,0.0
X2Q,0,2,protenix,0.9532901644706726,0.9454967379570007,0.9552384614944458,91.36593627929688,0.4741436541080475,0.0,0.0
WZN,0,2,protenix,0.9555684328079224,0.9451482892036438,0.9581735134124756,91.23040008544922,0.4903210997581482,0.0,0.0
X1I,0,2,protenix,0.9544103741645813,0.9454145431518555,0.9566593170166016,91.20980834960938,0.48009514808654785,0.0,0.0
X1C,0,2,protenix,0.9563156366348267,0.9449760317802429,0.9591505527496338,91.03380584716797,0.4622608721256256,0.0,0.0
O3L,0,2,protenix,0.9606878757476807,0.948219895362854,0.9638048410415649,91.78688049316406,0.4483947157859802,0.0,0.0
X0E,0,2,protenix,0.9525622129440308,0.9415621161460876,0.9553122520446777,90.78083801269531,0.5044318437576294,0.0,0.0
TPF,0,2,protenix,0.9753859639167786,0.9472819566726685,0.9824119210243225,91.63580322265625,0.41517767310142517,0.0,0.0
X2B,0,2,protenix,0.9541074633598328,0.9455419182777405,0.9562488794326782,91.17095184326172,0.48863354325294495,0.0,0.0
G1D,0,2,protenix,0.9712440967559814,0.9507743120193481,0.9763615727424622,91.9143295288086,0.41355961561203003,0.0,0.0
G0Y,0,2,protenix,0.975062906742096,0.9514519572257996,0.9809656143188477,91.83448791503906,0.40073975920677185,0.0,0.0
O39,0,2,protenix,0.9574716687202454,0.9477561116218567,0.9599004983901978,91.74201965332031,0.45892569422721863,0.0,0.0
X8S,0,2,protenix,0.9529680609703064,0.946809709072113,0.9545076489448547,91.7400894165039,0.505302906036377,0.0,0.0
X1O,0,3,protenix,0.9595935940742493,0.9462313652038574,0.9629340767860413,91.34710693359375,0.454497754573822,0.0,0.0
X4E,0,3,protenix,0.9590741395950317,0.9490939974784851,0.9615691304206848,91.82418823242188,0.44970443844795227,0.0,0.0
X2Q,0,3,protenix,0.9532901644706726,0.9454967379570007,0.9552384614944458,91.36593627929688,0.4741436541080475,0.0,0.0
WZN,0,3,protenix,0.9555684328079224,0.9451482892036438,0.9581735134124756,91.23040008544922,0.4903210997581482,0.0,0.0
X1I,0,3,protenix,0.9544103741645813,0.9454145431518555,0.9566593170166016,91.20980834960938,0.48009514808654785,0.0,0.0
X1C,0,3,protenix,0.9563156366348267,0.9449760317802429,0.9591505527496338,91.03380584716797,0.4622608721256256,0.0,0.0
O3L,0,3,protenix,0.9606878757476807,0.948219895362854,0.9638048410415649,91.78688049316406,0.4483947157859802,0.0,0.0
X0E,0,3,protenix,0.9525622129440308,0.9415621161460876,0.9553122520446777,90.78083801269531,0.5044318437576294,0.0,0.0
TPF,0,3,protenix,0.9753859639167786,0.9472819566726685,0.9824119210243225,91.63580322265625,0.41517767310142517,0.0,0.0
X2B,0,3,protenix,0.9541074633598328,0.9455419182777405,0.9562488794326782,91.17095184326172,0.48863354325294495,0.0,0.0
G1D,0,3,protenix,0.9712440967559814,0.9507743120193481,0.9763615727424622,91.9143295288086,0.41355961561203003,0.0,0.0
G0Y,0,3,protenix,0.975062906742096,0.9514519572257996,0.9809656143188477,91.83448791503906,0.40073975920677185,0.0,0.0
O39,0,3,protenix,0.9574716687202454,0.9477561116218567,0.9599004983901978,91.74201965332031,0.45892569422721863,0.0,0.0
X8S,0,3,protenix,0.9529680609703064,0.946809709072113,0.9545076489448547,91.7400894165039,0.505302906036377,0.0,0.0
X1O,0,4,protenix,0.9595935940742493,0.9462313652038574,0.9629340767860413,91.34710693359375,0.454497754573822,0.0,0.0
X4E,0,4,protenix,0.9590741395950317,0.9490939974784851,0.9615691304206848,91.82418823242188,0.44970443844795227,0.0,0.0
X2Q,0,4,protenix,0.9532901644706726,0.9454967379570007,0.9552384614944458,91.36593627929688,0.4741436541080475,0.0,0.0
WZN,0,4,protenix,0.9555684328079224,0.9451482892036438,0.9581735134124756,91.23040008544922,0.4903210997581482,0.0,0.0
X1I,0,4,protenix,0.9544103741645813,0.9454145431518555,0.9566593170166016,91.20980834960938,0.48009514808654785,0.0,0.0
X1C,0,4,protenix,0.9563156366348267,0.9449760317802429,0.9591505527496338,91.03380584716797,0.4622608721256256,0.0,0.0
O3L,0,4,protenix,0.9606878757476807,0.948219895362854,0.9638048410415649,91.78688049316406,0.4483947157859802,0.0,0.0
X0E,0,4,protenix,0.9525622129440308,0.9415621161460876,0.9553122520446777,90.78083801269531,0.5044318437576294,0.0,0.0
TPF,0,4,protenix,0.9753859639167786,0.9472819566726685,0.9824119210243225,91.63580322265625,0.41517767310142517,0.0,0.0
X2B,0,4,protenix,0.9541074633598328,0.9455419182777405,0.9562488794326782,91.17095184326172,0.48863354325294495,0.0,0.0
G1D,0,4,protenix,0.9712440967559814,0.9507743120193481,0.9763615727424622,91.9143295288086,0.41355961561203003,0.0,0.0
G0Y,0,4,protenix,0.975062906742096,0.9514519572257996,0.9809656143188477,91.83448791503906,0.40073975920677185,0.0,0.0
O39,0,4,protenix,0.9574716687202454,0.9477561116218567,0.9599004983901978,91.74201965332031,0.45892569422721863,0.0,0.0
X8S,0,4,protenix,0.9529680609703064,0.946809709072113,0.9545076489448547,91.7400894165039,0.505302906036377,0.0,0.0
X1O,0,5,protenix,0.9595935940742493,0.9462313652038574,0.9629340767860413,91.34710693359375,0.454497754573822,0.0,0.0
X4E,0,5,protenix,0.9590741395950317,0.9490939974784851,0.9615691304206848,91.82418823242188,0.44970443844795227,0.0,0.0
X2Q,0,5,protenix,0.9532901644706726,0.9454967379570007,0.9552384614944458,91.36593627929688,0.4741436541080475,0.0,0.0
WZN,0,5,protenix,0.9555684328079224,0.9451482892036438,0.9581735134124756,91.23040008544922,0.4903210997581482,0.0,0.0
X1I,0,5,protenix,0.9544103741645813,0.9454145431518555,0.9566593170166016,91.20980834960938,0.48009514808654785,0.0,0.0
X1C,0,5,protenix,0.9563156366348267,0.9449760317802429,0.9591505527496338,91.03380584716797,0.4622608721256256,0.0,0.0
O3L,0,5,protenix,0.9606878757476807,0.948219895362854,0.9638048410415649,91.78688049316406,0.4483947157859802,0.0,0.0
X0E,0,5,protenix,0.9525622129440308,0.9415621161460876,0.9553122520446777,90.78083801269531,0.5044318437576294,0.0,0.0
TPF,0,5,protenix,0.9753859639167786,0.9472819566726685,0.9824119210243225,91.63580322265625,0.41517767310142517,0.0,0.0
X2B,0,5,protenix,0.9541074633598328,0.9455419182777405,0.9562488794326782,91.17095184326172,0.48863354325294495,0.0,0.0
G1D,0,5,protenix,0.9712440967559814,0.9507743120193481,0.9763615727424622,91.9143295288086,0.41355961561203003,0.0,0.0
G0Y,0,5,protenix,0.975062906742096,0.9514519572257996,0.9809656143188477,91.83448791503906,0.40073975920677185,0.0,0.0
O39,0,5,protenix,0.9574716687202454,0.9477561116218567,0.9599004983901978,91.74201965332031,0.45892569422721863,0.0,0.0
X8S,0,5,protenix,0.9529680609703064,0.946809709072113,0.9545076489448547,91.7400894165039,0.505302906036377,0.0,0.0
